Candidate,Party,Status,State,Constituency,Age,Gender
AYAPPAN K,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Viralimalai,39,male
S.JEYAKUMAR,Independent,Accepted,Tamil Nadu ,Natham,37,male
KARUPPIAH PALA,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Thiyagarayanagar,77,male
D.RUSENDRAKUMAR,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kilvaithinankuppam,46,male
SELVI RAMAJAYAM,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kurinjipadi,55,female
V.Sivankutty,Communist Party of India  (Marxist),Withdrawn,Kerala ,NEMOM,66,male
RAJKUMAR V,Independent,Accepted,Tamil Nadu ,Sholavandan,27,male
N.RAJA,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Natham,39,male
Sathiyanathan,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Vriddhachalam,32,male
VAT.KALIVARADHAN,Bharatiya Janata Party,Accepted,Tamil Nadu ,Tirukkoyilur,56,male
MAHESHWARAN K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Mettuppalayam,47,male
IMAYAESWARAN N,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Salem (North),39,male
MOHAMED.S,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Tenkasi,43,male
CHANDAN SAHA,Communist Party of India  (Marxist),Accepted,West Bengal ,Magrahat Purba,42,male
DHARMA THANGAVEL,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Alangudi,43,male
GOVINDARAJAN T.J,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Gummidipoondi,60,male
BISWANATH DAS,All India Trinamool Congress,Accepted,West Bengal ,Joynagar,55,male
DURAI GOPALSAMY,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Madurai North,29,male
HARI NADAR.A,Independent,Accepted,Tamil Nadu ,Alangulam,39,male
YASMIN K,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Mettuppalayam,40,female
P BALACHANDRAN,Communist Party of India,Accepted,Kerala ,THRISSUR,57,male
Kalyanasundaram.A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Kalasapakkam,47,male
SUGUMAR AP,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Gingee,35,male
RENUKA,Independent,Accepted,Tamil Nadu ,Tiruppattur,53,female
HASSAN CHIYANOOR,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,THAVANUR,30,male
M.SUDHA,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Omalur,35,female
GIAS UDDIN MOLLA,All India Trinamool Congress,Accepted,West Bengal ,Magrahat Paschim,64,male
NIRMALA DAS,Bharatiya Gana Parishad,Accepted,Assam ,TAMULPUR   ,38,female
C.VENKATESAN,Independent,Withdrawn,Tamil Nadu ,Thirumayam,35,male
M.G. SURENDAR,Independent,Rejected,Tamil Nadu ,Tirupattur,25,male
GEETHA,New Generation People’s Party,Accepted,Tamil Nadu ,Velachery,48,female
Vadamalaipandian S,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Tiruchendur,66,male
Viswanathan R,MGR Makkal Katchi,Accepted,Tamil Nadu ,Avadi,64,male
Sumathi,Independent,Withdrawn,Tamil Nadu ,Kangayam,41,female
R.S.RAJAKANNAPPAN,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Mudhukulathur,72,male
CHANDIRA PRIYANGA,All India N.R. Congress,Accepted,Puducherry ,NEDUNGADU,31,female
JOTHI MUTHURAMALINGAM N,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Madurai Central,54,male
K C CHITRALAKSHMI,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Erode (East),40,female
GOVINDASAMY A,Bahujan Samaj Party,Accepted,Tamil Nadu ,Tindivanam,51,male
ROHINI MA.PA,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kinathukadavu,54,male
"SIVASANKAR, S.S.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Kunnam,51,male
SUN. KUMARAVEL,Dravida Munnetra Kazhagam,Accepted,Puducherry ,MANGALAM,50,male
DR. KAMALA KANTA KALITA,Asom Gana Parishad,Accepted,Assam ,CHAYGAON   ,63,male
Manoj Tiwary,All India Trinamool Congress,Accepted,West Bengal ,Shibpur,35,male
Akhiljith Kallara,Bahujan Samaj Party,Accepted,Kerala ,VAIKOM,30,male
NIRMAL M,My India Party,Accepted,Tamil Nadu ,Thirumangalam,39,male
THIYAGARAJAN. A,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Salem (West),29,male
M. MARIAPPANE,Independent,Accepted,Puducherry ,THIRUNALLAR,56,male
MANIMARAN G.V,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Gobichettipalayam,54,male
SUYAMBULINGAM L,Naam Indiar Party,Accepted,Tamil Nadu ,Virudhunagar,31,male
V.JANAKIRAMAN,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Panruti,71,male
SAMIKKANNU.T,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Harur,59,male
SHENBAGAM K,Independent,Rejected,Tamil Nadu ,Vikravandi,33,female
Lourdammal,Independent,Accepted,Tamil Nadu ,Kilpennathur,60,female
L.VENKATESAN,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu ,Tirukkoyilur,53,male
C.ANANTHAKUMAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Withdrawn,Tamil Nadu ,Srivaikuntam,34,male
SHAIK MUHAIDEEN S,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Chepauk-Thiruvallikeni,48,male
VELRAJ. K P,Independent,Accepted,Tamil Nadu ,Aranthangi,45,male
VINOTHKUMAR,Independent,Accepted,Tamil Nadu ,Karur,39,male
P. PURUSHOTHAMAN,Independent,Rejected,Tamil Nadu ,Chidambaram,42,male
MURUGAIYAN K,Communist Party of India,Rejected,Tamil Nadu ,Thiruthuraipoondi,52,male
N. RAJU,Independent,Accepted,Tamil Nadu ,Thiruverumbur,55,male
DEEPA S,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Madurai North,35,female
E. KUNJUMON,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,KOTTARAKKARA,49,male
Samiyappan,Independent,Withdrawn,Tamil Nadu ,Kangayam,73,male
Dr. SINDHUMOL JACOB,Kerala Congress  (M),Accepted,Kerala ,PIRAVOM,49,female
Palanisamy.A,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Mayiladuthurai,45,male
"PARIMALA, A.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Peravurani,59,female
BALAJI J,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Tirukkoyilur,52,male
HUSSAIN THATTATHAZHATH,Independent,Accepted,Kerala ,THRITHALA,44,male
P.GANESH KUMAR,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Bodinayakanur,48,male
MOHANKUMAR K S,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Anthiyur,31,male
SORNALATHA @ LATHA G,Indiya Jananayaka Katchi,Rejected,Tamil Nadu ,Jayankondam,46,female
AMITAV NASKAR,Republican Party of India (A),Accepted,West Bengal ,Joynagar,35,male
SIVALINGAM. N,Independent,Accepted,Tamil Nadu ,Pennagaram,41,male
GUNASEKARAN,Independent,Accepted,Tamil Nadu ,Ottapidaram,41,male
C.THIRUCHELVAM,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Alangudi,55,male
S S GOPINATH,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Madurai Central,31,male
"TAMILALAGAN, P.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kumbakonam,53,male
LUCKY MURUGAN.E,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Maduravoyal,41,male
Rajamani.K,Independent,Accepted,Tamil Nadu ,Kalasapakkam,57,male
MANIKANNAN A J,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Ulundurpettai,57,male
Annalakshmi,Desiya Makkal Sakthi Katchi,Accepted,Tamil Nadu ,Srirangam,38,female
VINOJ. P. SELVAM,Bharatiya Janata Party,Accepted,Tamil Nadu ,Harbour,34,male
"PRIYADHARSHINI, D.",All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Perambalur,33,female
RAJENDRAN. A,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Salem (West),54,male
Manimekalai A,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Poonamallee,30,female
K RAHIM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,KOZHIKODE NORTH,31,male
THENNARASU SAAMRAJ,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Jolarpet,44,male
NAGARAJAN,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kolathur,61,male
N. HARIDASAN MASTER,Independent,Accepted,Puducherry ,MAHE,69,male
MAYAMOL K P,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,KANJIRAPPALLY,26,female
Asit Mazumder (Tapan),All India Trinamool Congress,Accepted,West Bengal ,Chunchura,63,male
SATHYA.M,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Bhavani,38,female
R SATHISHKUMAR,Amma Makkal Munnettra Kazagam,Withdrawn,Tamil Nadu ,Katpadi,36,male
MUTHUMANI P,Independent,Accepted,Tamil Nadu ,Gobichettipalayam,70,male
K.ANBALAGAN,Independent,Accepted,Tamil Nadu ,Arani,50,male
MANI M,Independent,Withdrawn,Tamil Nadu ,Tirukkoyilur,44,male
"RAMESH, J.",Independent,Rejected,Tamil Nadu ,Orathanadu,30,male
GANDHIRAJAN S,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Vedasandur,70,male
R. RAJENDRAN,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Salem (North),61,male
TAMILVANAN A,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Rishivandiyam,27,male
Ashis Kumar Danda,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Behala Purba,63,male
MUTHURAJA M,Independent,Accepted,Tamil Nadu ,Thirumangalam,41,male
SELVARAJ K R,Independent,Accepted,Tamil Nadu ,Tiruchengodu,65,male
P RAJAVELU,All India N.R. Congress,Accepted,Puducherry ,NETTAPAKKAM,60,male
"PRABU,R.",Naam Tamilar Katchi,Accepted,Tamil Nadu ,Tiruchirappalli (East),42,male
P.SETHUPATHI,Independent,Withdrawn,Tamil Nadu ,Kangayam,58,male
SHANMUGHAN PARAVUR,Anna Democratic Human Rights Movement Party of India,Accepted,Kerala ,CHATHANNUR,41,male
Gopalakrishnan,Independent,Withdrawn,Tamil Nadu ,Kangayam,44,male
SARAVANAN.V,All India Samathuva Makhal Katchi,Rejected,Tamil Nadu ,Krishnarayapuram,45,male
MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Athoor,34,female
"Lakshmanan,A.L.S.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Tirunelveli,55,male
"THIRUGNANASAMBANDAM, S.V.",All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Peravurani,57,male
K.Selvarathi,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Srirangam,37,female
S.Jayapal,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Polur,62,male
P DHANANJAYAN,Independent,Accepted,Tamil Nadu ,Katpadi,45,male
V RUTHIRAMOORTHY,Independent,Accepted,Puducherry ,BAHOUR,56,male
D.PAULRAJ,Independent,Accepted,Tamil Nadu ,Tiruttani,33,male
P.Balaji,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Ranipet,38,male
DEVAPPA@DEVAGOWDA.Y,Independent,Accepted,Tamil Nadu ,Thalli,53,male
K M Shaji,Indian Union Muslim League,Withdrawn,Kerala ,AZHIKODE,51,male
"PRABHAHARAN, M.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Perambalur,47,male
"KALAIYARASAN, R.",Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Peravurani,29,male
NATI BURIYYA,Independent,Accepted,Puducherry ,YANAM,66,male
Kalaiyenthiri.R,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Gudiyattam,30,female
DURAIRAJ K,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu ,Coimbatore (North),45,male
MANIKANNAN A J,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Ulundurpettai,57,male
MANI K,Independent,Accepted,Tamil Nadu ,Bargur,31,male
"VASANTHI, R.",Independent,Rejected,Tamil Nadu ,Papanasam,33,female
MOHAMED MUBARAK .V.M.S.,SOCIAL DEMOCRATIC PARTY OF INDIA,Rejected,Tamil Nadu ,Palayamkottai,41,male
APURBA PRAMANIK (APU),Communist Party of India  (Marxist),Accepted,West Bengal ,Joynagar,32,male
P MURUGESAN,Makkal Needhi Maiam,Accepted,Puducherry ,NELLITHOPE,69,male
C.K.HAREENDRAN,Communist Party of India  (Marxist),Accepted,Kerala ,PARASSALA,64,male
M.Appavu,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Radhapuram,69,male
K. AYYAKANNU,Independent,Withdrawn,Tamil Nadu ,Pappireddipatti,60,male
S. SHANMUGASUNDARAM,Independent,Accepted,Puducherry ,VILLIANUR,56,male
MURUGAVEL  M,Anna Dravidar Kazhagam,Accepted,Tamil Nadu ,Nannilam,39,male
R. Ramachandran,Communist Party of India,Accepted,Kerala ,KARUNAGAPPALLY,68,male
V.Velraj,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thoothukkudi,38,male
A. NALLATHAMBI,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tirupattur,45,male
"ELANGOVAN, C.",Independent,Rejected,Tamil Nadu ,Orathanadu,67,male
MICHAEL PRADEEP S,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Palani,36,male
ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Kolathur,44,male
MALATHI RAVICHANDRAN,Bahujan Samaj Party,Accepted,Tamil Nadu ,Thiruverumbur,34,female
SAMIR SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Sreerampur,58,male
"Jenkins, D.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Padmanabhapuram,54,male
PRAVEEJ V. R.,Communist Party of India  (Marxist),Rejected,Kerala ,MANANTHAVADY,38,male
AMALAN SAMRAJ,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Villivakkam,34,male
M.A.T. ARCHUNAN,Independent,Accepted,Tamil Nadu ,Kattumannarkoil,63,male
ABHUL RAHIMAN S,Independent,Rejected,Tamil Nadu ,Mettuppalayam,52,male
Chandra kumar P,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Erode (West),41,male
SELVAKUMAR V.R,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Virudhunagar,37,male
R. Kesavaperumal,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu ,Vriddhachalam,35,male
GOPALAKRISHNAN.A,Independent,Accepted,Tamil Nadu ,Karur,35,male
MARUDHU ALAGURAJ,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Tiruppattur,52,male
OMSAKTHISEKAR,All India Anna Dravida Munnetra Kazhagam,Accepted,Puducherry ,ORLEAMPETH,61,male
ABDUL KHALEQUE MOLLA,All India Trinamool Congress,Accepted,West Bengal ,Metiaburuz,76,male
C. INDHIRANI,Amma Makkal Munnettra Kazagam,Withdrawn,Tamil Nadu ,Sankari,45,female
"John Thankam, D.",All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Padmanabhapuram,52,male
VIJEYAKUMAR.K.N,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Tiruppur (North),64,male
"Karthik, N",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Singanallur,56,male
S. PRIYA,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Thuraiyur,27,female
"Esakkimuthu,P.",Independent,Accepted,Tamil Nadu ,Tirunelveli,52,male
"ANNADURAI, K.",Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Pattukkottai,63,male
KUPPUSWAMY K,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Palani,83,male
P. KARTHIKEYAN,Indian National Congress,Accepted,Puducherry ,OUSSUDU,45,male
SELVAKUMAR.V,Independent,Accepted,Tamil Nadu ,Maduravoyal,47,male
"DAVID ANNADURAI, K.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Thiruparankundram,43,male
Damodaran.S,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Kinathukadavu,69,male
A. MARIMUTHU,Indian National Congress,Accepted,Puducherry ,NEDUNGADU,78,male
P.THAVAMANI,All India Samathuva Makhal Katchi,Rejected,Tamil Nadu ,Periyakulam,39,female
G GANAPATHY,Pattali Makkal Katchi,Withdrawn,Puducherry ,MANAVELY,45,male
RANGARAJAN MOHAN KUMARAMANGALAM,Indian National Congress,Accepted,Tamil Nadu ,Omalur,42,male
VISALAKSHI P,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tirukkoyilur,65,female
C. ALAGU SUBBIAH,Independent,Accepted,Tamil Nadu ,Thirumayam,57,male
KUMARA DOSS,Independent,Accepted,Tamil Nadu ,Pallavaram,40,male
M. RAJAKUMARI,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Pudukkottai,37,female
K.VEERAPANDIAN,My India Party,Accepted,Tamil Nadu ,Tiruppattur,53,male
THAVAMANI A,Bahujan Samaj Party,Accepted,Tamil Nadu ,Madurai Central,55,male
S.RAJA RAM,New Generation People’s Party,Accepted,Tamil Nadu ,Kadayanallur,38,male
THENNARASU SAAMRAJ,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Jolarpet,44,male
Ratheesh Kadakkal,Anna Democratic Human Rights Movement Party of India,Accepted,Kerala ,CHADAYAMANGALAM,26,male
ARUNKUMAR V,Independent,Accepted,Tamil Nadu ,Tiruchuli,29,male
SUDHARSANAM. S,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Madavaram,62,male
DEWAN HABIBUR RAHMAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Assam ,DHUBRI   ,60,male
M V CHERIAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,PUTHUPPALLY,51,male
T.P.  RAMAKRISHNAN,Communist Party of India  (Marxist),Accepted,Kerala ,PERAMBRA,71,male
VINAYAGAMURTHY M,Bahujan Samaj Party,Accepted,Tamil Nadu ,Vanur,34,male
MUTHUVELRAJ P,Independent,Accepted,Tamil Nadu ,Thirumangalam,26,male
KARUNANITHI J,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Thiyagarayanagar,51,male
AZHAGU MEENA P,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Viralimalai,30,female
M.GIRIDHARAN,Bahujan Samaj Party,Accepted,Tamil Nadu ,Sholinghur,35,male
R.KATHIRVEL,Independent,Accepted,Tamil Nadu ,Vedaranyam,47,male
ELUMALAI. R,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Madavaram,55,male
RAJENDRAN S,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Senthamangalam,45,male
KOTTUR KUMAR. R,Bahujan Samaj Party,Accepted,Tamil Nadu ,Saidapet,40,male
Pollachi V. Jayaraman,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Pollachi,67,male
T. K. GOPINATHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,CHENGANNUR,63,male
SURESH MANIVANNAN R,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Rishivandiyam,35,male
UDHAYASURIYAN T,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Sankarapuram,57,male
Mohamed Gaddaffe S F,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Harbour,39,male
V.Nirosha,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kulithalai,32,female
S. Prem,Independent,Accepted,Tamil Nadu ,Nagapattinam,39,male
PRADIP ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,West Bengal ,Dinhata,45,male
Tamilarasi A.,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Manamadurai,44,female
Pollachi V. Jayaraman,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Pollachi,67,male
MARAGATHAM. M,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Royapuram,42,female
V C K KAMARAJ,Pattali Makkal Katchi,Withdrawn,Tamil Nadu ,Mayiladuthurai,51,male
K.P.SUNDARAPRATHABAN,Bahujan Samaj Party,Accepted,Tamil Nadu ,Egmore,74,male
LATHA,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Viralimalai,49,female
PANDURANGAN G,Bharatiya Janata Party,Accepted,Tamil Nadu ,Virudhunagar,37,male
DHANAPALAN N.R,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Perambur,69,male
A.Alex Raja,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Radhapuram,39,male
LOGANATHAN M,Independent,Accepted,Tamil Nadu ,Coimbatore (North),47,male
SUBRAMANIAN S,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Palladam,58,male
K.K.UMADHEVAN,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Tiruppattur,67,male
SK KUTUB UDDIN AHMED,All India Forward Bloc,Accepted,West Bengal ,Uluberia Dakshin,71,male
ASKAR A S,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Gingee,46,male
SAKTHIKUMAR,Independent,Accepted,Tamil Nadu ,Karur,35,male
MANOHARAN A,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Vasudevanallur,42,male
PUSHPALATHA D,Bahujan Samaj Party,Accepted,Tamil Nadu ,Kilvaithinankuppam,40,female
RASU P,Independent,Accepted,Tamil Nadu ,Manapparai,53,male
"KAARTHIKEYAN, S.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kunnam,43,male
"Basha, A.",Independent,Accepted,Tamil Nadu ,Coonoor,58,male
ESWARI M,My India Party,Accepted,Tamil Nadu ,Madurai Central,42,female
TAPAN DASGUPTA,All India Trinamool Congress,Accepted,West Bengal ,Saptagram,65,male
MATHIYAZHAGAN,All India N.R. Congress,Rejected,Puducherry ,NEDUNGADU,52,male
Saminathan,Independent,Withdrawn,Tamil Nadu ,Kangayam,36,male
J.Alldrin Airmarshal Thayaram,Independent,Accepted,Tamil Nadu ,Thoothukkudi,41,male
R.RAVICHANDRAN,Independent,Accepted,Tamil Nadu ,Shozhinganallur,55,male
DR.POONGOTHAI ALADI ARUNA,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Alangulam,56,female
SELVARAJ A K,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Mettuppalayam,62,male
VIJAYA BASKER C,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Viralimalai,47,male
CHANDRAMOHAN.K.M,Nationalist Congress Party,Accepted,Tamil Nadu ,Krishnagiri,50,male
MURUGAN. P,Independent,Rejected,Tamil Nadu ,Mettur,47,male
KUMARASAMY,Independent,Withdrawn,Tamil Nadu ,Kangayam,52,male
V.SHYLAJA,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Ranipet,30,female
M.VIJAYAMURTHY,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Lalgudi,64,male
JAWAHAR G,Bharatiya Janata Party,Rejected,Tamil Nadu ,Virudhunagar,40,male
Sarubala.R.Thondaiman,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Srirangam,62,female
"SIVARAMAN, T.","Makkal Sananayaga Kudiyarasu Katchi,",Accepted,Tamil Nadu ,Thiruvaiyaru,43,male
K KANNAN,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Virugampakkam,52,male
CHENNAKESAVAN P,Independent,Accepted,Tamil Nadu ,Tiruchuli,38,male
M SENTHIL,Independent,Rejected,Tamil Nadu ,Mayiladuthurai,46,male
SUBRAMANI.S,Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,Tamil Nadu ,Kumarapalayam,40,male
BOOPATHI S,Independent,Withdrawn,Tamil Nadu ,Madurai East,40,male
"KANNAIYAN, T.",Communist Party of India  (Marxist-Leninist)  (Liberation),Accepted,Tamil Nadu ,Thiruvidaimarudur,60,male
KAYALVIZHI M,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Ulundurpettai,53,female
K.SUNDARRAJ,Independent,Accepted,Tamil Nadu ,Thuraiyur,61,male
B SUBHASH,Independent,Accepted,Kerala ,MAVELIKARA ,51,male
J.SARAVANAN,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Tiruchirappalli (East),41,male
MD. RAHMAN ALI,Independent,Accepted,Assam ,BHABANIPUR   ,27,male
Shahul Hameed.S.F,Independent,Withdrawn,Tamil Nadu ,Harbour,37,male
S. KALAIARASI,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Thondamuthur,29,female
GEORGE.V.A.,Independent,Accepted,Tamil Nadu ,Ambur,65,male
V. Paulraj Guna,Republican Party of India (Athawale),Accepted,Tamil Nadu ,Anna Nagar,48,male
VEERAPANDI,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Nanguneri,35,male
A.MAHARAJAN,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Andipatti,67,male
V.DINESH BALAJI,Amma Makkal Munnettra Kazagam,Withdrawn,Tamil Nadu ,Salem (South),31,male
TAMILAZHAGAN. R,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Pennagaram,37,male
P.SENGODAGOUNDAR,Independent,Accepted,Tamil Nadu ,Kumarapalayam,63,male
ANANDHAN.S,Independent,Rejected,Tamil Nadu ,Tiruppur (North),26,male
P.Anbalagan,Bahujan Samaj Party,Accepted,Tamil Nadu ,Kulithalai,37,male
K.ANBU,Bahujan Samaj Party,Accepted,Tamil Nadu ,Arani,38,male
JOTHIMANI R,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Palladam,50,female
THOLKAPPIYAN S,Akhil Bharat Hindu Mahasabha,Withdrawn,Tamil Nadu ,Bhavani,43,male
RAMAN V,Bahujan Samaj Party,Accepted,Tamil Nadu ,Paramathi-Velur,48,male
MOHAMMED HANEEF SHAHIL. K. S,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Aravakurichi,32,male
KALAIMANI. S,Independent,Accepted,Tamil Nadu ,Polur,35,male
M. Selvarasu,All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Musiri,54,male
MADHU. T,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Accepted,Kerala ,HARIPAD,49,male
SIVASAMY.P,Independent,Accepted,Tamil Nadu ,Karur,38,male
PALANIVEL THIAGA RAJAN,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Madurai Central,55,male
